sensor_id,name,code,type,unit,equipment_id,zone_id,min_value,max_value,threshold_warning,threshold_critical
SEN-EQ-UA-3-1,Utilities Area Compressor 3 Vibration Sensor,SEN-EQ-UA-3-1,vibration,mm/s,EQ-UA-3,Z-9,0.0,20.0,5.0,10.0
SEN-EQ-UA-3-2,Utilities Area Compressor 3 Toxic gas Sensor,SEN-EQ-UA-3-2,toxic_gas,ppm,EQ-UA-3,Z-9,0.0,200.0,35.0,100.0
SEN-EQ-UA-3-3,Utilities Area Compressor 3 Ventilation Sensor,SEN-EQ-UA-3-3,ventilation,%,EQ-UA-3,Z-9,0.0,100.0,70.0,50.0
SEN-EQ-UA-3-4,Utilities Area Compressor 3 Pressure Sensor,SEN-EQ-UA-3-4,pressure,bar,EQ-UA-3,Z-9,0.0,100.0,70.0,90.0
SEN-EQ-UA-4-1,Utilities Area Steam Boiler 4 Temperature Sensor,SEN-EQ-UA-4-1,temperature,°C,EQ-UA-4,Z-9,0.0,1000.0,800.0,950.0
SEN-EQ-UA-4-2,Utilities Area Steam Boiler 4 Combustible gas Sensor,SEN-EQ-UA-4-2,combustible_gas,LEL%,EQ-UA-4,Z-9,0.0,100.0,20.0,40.0
SEN-EQ-UA-5-1,Utilities Area Extractor Fan 5 Vibration Sensor,SEN-EQ-UA-5-1,vibration,mm/s,EQ-UA-5,Z-9,0.0,20.0,5.0,10.0
SEN-EQ-UA-5-2,Utilities Area Extractor Fan 5 Oxygen Sensor,SEN-EQ-UA-5-2,oxygen,%,EQ-UA-5,Z-9,0.0,25.0,19.5,18.0
SEN-EQ-UA-6-1,Utilities Area Extractor Fan 6 Ventilation Sensor,SEN-EQ-UA-6-1,ventilation,%,EQ-UA-6,Z-9,0.0,100.0,70.0,50.0
SEN-EQ-UA-6-2,Utilities Area Extractor Fan 6 Vibration Sensor,SEN-EQ-UA-6-2,vibration,mm/s,EQ-UA-6,Z-9,0.0,20.0,5.0,10.0
SEN-EQ-UA-6-3,Utilities Area Extractor Fan 6 Toxic gas Sensor,SEN-EQ-UA-6-3,toxic_gas,ppm,EQ-UA-6,Z-9,0.0,200.0,35.0,100.0
SEN-EQ-UA-7-1,Utilities Area Steam Boiler 7 Toxic gas Sensor,SEN-EQ-UA-7-1,toxic_gas,ppm,EQ-UA-7,Z-9,0.0,200.0,35.0,100.0
SEN-EQ-UA-7-2,Utilities Area Steam Boiler 7 Vibration Sensor,SEN-EQ-UA-7-2,vibration,mm/s,EQ-UA-7,Z-9,0.0,20.0,5.0,10.0
SEN-EQ-UA-7-3,Utilities Area Steam Boiler 7 Combustible gas Sensor,SEN-EQ-UA-7-3,combustible_gas,LEL%,EQ-UA-7,Z-9,0.0,100.0,20.0,40.0
SEN-EQ-CR-1-1,Control Room Hub Preheater 1 Ventilation Sensor,SEN-EQ-CR-1-1,ventilation,%,EQ-CR-1,Z-10,0.0,100.0,70.0,50.0
SEN-EQ-CR-1-2,Control Room Hub Preheater 1 Combustible gas Sensor,SEN-EQ-CR-1-2,combustible_gas,LEL%,EQ-CR-1,Z-10,0.0,100.0,20.0,40.0
SEN-EQ-CR-1-3,Control Room Hub Preheater 1 Temperature Sensor,SEN-EQ-CR-1-3,temperature,°C,EQ-CR-1,Z-10,0.0,1000.0,800.0,950.0
SEN-EQ-CR-2-1,Control Room Hub Turbine Generator 2 Toxic gas Sensor,SEN-EQ-CR-2-1,toxic_gas,ppm,EQ-CR-2,Z-10,0.0,200.0,35.0,100.0
SEN-EQ-CR-2-2,Control Room Hub Turbine Generator 2 Temperature Sensor,SEN-EQ-CR-2-2,temperature,°C,EQ-CR-2,Z-10,0.0,1000.0,800.0,950.0
SEN-EQ-CR-3-1,Control Room Hub Compressor 3 Oxygen Sensor,SEN-EQ-CR-3-1,oxygen,%,EQ-CR-3,Z-10,0.0,25.0,19.5,18.0
SEN-EQ-CR-3-2,Control Room Hub Compressor 3 Toxic gas Sensor,SEN-EQ-CR-3-2,toxic_gas,ppm,EQ-CR-3,Z-10,0.0,200.0,35.0,100.0
SEN-EQ-CR-3-3,Control Room Hub Compressor 3 Vibration Sensor,SEN-EQ-CR-3-3,vibration,mm/s,EQ-CR-3,Z-10,0.0,20.0,5.0,10.0
SEN-EQ-CR-4-1,Control Room Hub Valve Block 4 Vibration Sensor,SEN-EQ-CR-4-1,vibration,mm/s,EQ-CR-4,Z-10,0.0,20.0,5.0,10.0
SEN-EQ-CR-4-2,Control Room Hub Valve Block 4 Toxic gas Sensor,SEN-EQ-CR-4-2,toxic_gas,ppm,EQ-CR-4,Z-10,0.0,200.0,35.0,100.0
SEN-EQ-CR-5-1,Control Room Hub Extractor Fan 5 Oxygen Sensor,SEN-EQ-CR-5-1,oxygen,%,EQ-CR-5,Z-10,0.0,25.0,19.5,18.0
SEN-EQ-CR-5-2,Control Room Hub Extractor Fan 5 Ventilation Sensor,SEN-EQ-CR-5-2,ventilation,%,EQ-CR-5,Z-10,0.0,100.0,70.0,50.0
SEN-EQ-CR-5-3,Control Room Hub Extractor Fan 5 Combustible gas Sensor,SEN-EQ-CR-5-3,combustible_gas,LEL%,EQ-CR-5,Z-10,0.0,100.0,20.0,40.0
